"AccessionID","State","Lineage"
"EPI_ISL_5417115","Terengganu","AY.79"
"EPI_ISL_5417127","Terengganu","AY.79"
"EPI_ISL_5417128","Kelantan","AY.79"
"EPI_ISL_5417134","WP Kuala Lumpur","AY.79"
"EPI_ISL_5417137","WP Kuala Lumpur","AY.79"
"EPI_ISL_5417139","Terengganu","AY.79"
"EPI_ISL_5417144","Kelantan","AY.79"
"EPI_ISL_5417148","Kelantan","AY.79"
"EPI_ISL_5417151","Kedah","AY.79"
"EPI_ISL_5417164","Kedah","AY.79"
"EPI_ISL_5417169","Terengganu","AY.79"
"EPI_ISL_5417171","Terengganu","AY.79"
"EPI_ISL_5417173","WP Kuala Lumpur","AY.79"
"EPI_ISL_5417178","Perlis","AY.79"
"EPI_ISL_5417186","Terengganu","AY.79"
"EPI_ISL_5425841","WP Kuala Lumpur","AY.79"
"EPI_ISL_5365872","Johor","AY.79"
"EPI_ISL_5365864","Melaka","AY.79"
"EPI_ISL_5365865","Melaka","AY.79"
"EPI_ISL_5365866","Melaka","AY.79"
"EPI_ISL_5395719","WP Putrajaya","AY.79"
"EPI_ISL_5417597","Johor","AY.79"
"EPI_ISL_5417598","Johor","AY.79"
"EPI_ISL_5417629","Johor","AY.79"
"EPI_ISL_5428867","Negeri Sembilan","AY.79"
"EPI_ISL_5428868","Negeri Sembilan","AY.79"
"EPI_ISL_5782402","Selangor","AY.79"
"EPI_ISL_5052089","Sarawak","AY.79"
"EPI_ISL_5852775","Pahang","AY.79"
"EPI_ISL_5114742","Johor","AY.79"
"EPI_ISL_5365876","Johor","AY.79"
"EPI_ISL_5365878","Johor","AY.79"
"EPI_ISL_5417608","Negeri Sembilan","AY.79"
"EPI_ISL_5417612","Melaka","AY.79"
"EPI_ISL_5417616","Johor","AY.79"
"EPI_ISL_5417619","Johor","AY.79"
"EPI_ISL_5417620","Johor","AY.79"
"EPI_ISL_5417630","Johor","AY.79"
"EPI_ISL_5417635","Negeri Sembilan","AY.79"
"EPI_ISL_5417637","WP Kuala Lumpur","AY.79"
"EPI_ISL_5428864","Negeri Sembilan","AY.79"
"EPI_ISL_5428866","Negeri Sembilan","AY.79"
"EPI_ISL_5428870","Negeri Sembilan","AY.79"
"EPI_ISL_5428871","Negeri Sembilan","AY.79"
"EPI_ISL_5428873","WP Kuala Lumpur","AY.79"
"EPI_ISL_5428875","Negeri Sembilan","AY.79"
"EPI_ISL_5428876","Negeri Sembilan","AY.79"
"EPI_ISL_5428877","Negeri Sembilan","AY.79"
"EPI_ISL_5428880","Negeri Sembilan","AY.79"
"EPI_ISL_5428881","Negeri Sembilan","AY.79"
"EPI_ISL_5428882","Negeri Sembilan","AY.79"
"EPI_ISL_5429413","Johor","AY.79"
"EPI_ISL_5429417","Negeri Sembilan","AY.79"
"EPI_ISL_5429423","Johor","AY.79"
"EPI_ISL_5429430","Negeri Sembilan","AY.79"
"EPI_ISL_5429432","Negeri Sembilan","AY.79"
"EPI_ISL_5058546","Johor","AY.79"
"EPI_ISL_5058547","Johor","AY.79"
"EPI_ISL_5742653","Negeri Sembilan","AY.79"
"EPI_ISL_5742654","Johor","AY.79"
"EPI_ISL_5881265","Negeri Sembilan","AY.79"
"EPI_ISL_5881267","Johor","AY.79"
"EPI_ISL_5881268","Negeri Sembilan","AY.79"
"EPI_ISL_5881270","Johor","AY.79"
"EPI_ISL_5881279","Johor","AY.79"
"EPI_ISL_5881280","Johor","AY.79"
"EPI_ISL_5881281","Johor","AY.79"
"EPI_ISL_5881284","Johor","AY.79"
"EPI_ISL_5881285","Negeri Sembilan","AY.79"
"EPI_ISL_5058541","Melaka","AY.79"
"EPI_ISL_5058543","Melaka","AY.79"
"EPI_ISL_5058544","Melaka","AY.79"
"EPI_ISL_5058551","Johor","AY.79"
"EPI_ISL_5417599","Johor","AY.79"
"EPI_ISL_5417606","Negeri Sembilan","AY.79"
"EPI_ISL_5417607","Negeri Sembilan","AY.79"
"EPI_ISL_5417609","Negeri Sembilan","AY.79"
"EPI_ISL_5058540","Melaka","AY.79"
"EPI_ISL_5058552","Johor","AY.79"
"EPI_ISL_5058553","Johor","AY.79"
"EPI_ISL_5536414","Selangor","AY.79"
"EPI_ISL_5536420","Selangor","AY.79"
"EPI_ISL_5450512","Pahang","AY.79"
"EPI_ISL_5159355","Johor","AY.79"
"EPI_ISL_5159356","Johor","AY.79"
"EPI_ISL_5159359","Johor","AY.79"
"EPI_ISL_5159362","Negeri Sembilan","AY.79"
"EPI_ISL_5159364","Melaka","AY.79"
"EPI_ISL_5159365","Melaka","AY.79"
"EPI_ISL_5159366","Melaka","AY.79"
"EPI_ISL_5159367","Johor","AY.79"
"EPI_ISL_5159368","Johor","AY.79"
"EPI_ISL_5159369","Negeri Sembilan","AY.79"
"EPI_ISL_5365867","Melaka","AY.79"
"EPI_ISL_5365868","Melaka","AY.79"
"EPI_ISL_6586287","Sarawak","AY.79"
"EPI_ISL_6586289","Sarawak","AY.79"
"EPI_ISL_6586304","Sarawak","AY.79"
"EPI_ISL_6586316","Sarawak","AY.79"
"EPI_ISL_6586317","Sarawak","AY.79"
"EPI_ISL_6586319","Sarawak","AY.79"
"EPI_ISL_6586333","Sarawak","AY.79"
"EPI_ISL_6586335","Sarawak","AY.79"
"EPI_ISL_6586336","Sarawak","AY.79"
"EPI_ISL_6586347","Sarawak","AY.79"
"EPI_ISL_6586420","Sarawak","AY.79"
"EPI_ISL_6586430","Sarawak","AY.79"
"EPI_ISL_6586499","Sarawak","AY.79"
"EPI_ISL_6586531","Sarawak","AY.79"
"EPI_ISL_6586552","Sarawak","AY.79"
"EPI_ISL_6586577","Sarawak","AY.79"
"EPI_ISL_6586580","Sarawak","AY.79"
"EPI_ISL_6586600","Sarawak","AY.79"
"EPI_ISL_6586608","Sarawak","AY.79"
"EPI_ISL_6586620","Sarawak","AY.79"
"EPI_ISL_5893792","Sarawak","AY.79"
"EPI_ISL_5894240","Sarawak","AY.79"
"EPI_ISL_5895133","Sarawak","AY.79"
"EPI_ISL_5895200","Sarawak","AY.79"
"EPI_ISL_5895464","Sarawak","AY.79"
"EPI_ISL_5895555","Sarawak","AY.79"
"EPI_ISL_5895809","Sarawak","AY.79"
"EPI_ISL_5895921","Sarawak","AY.79"
"EPI_ISL_5895982","Sarawak","AY.79"
"EPI_ISL_5896213","Sarawak","AY.79"
"EPI_ISL_5895647","Sarawak","AY.79"
"EPI_ISL_5895659","Sarawak","AY.79"
"EPI_ISL_5895767","Sarawak","AY.79"
"EPI_ISL_5895782","Sarawak","AY.79"
"EPI_ISL_6712805","Pahang","AY.79"
"EPI_ISL_6017904","Pulau Pinang","AY.79"
"EPI_ISL_6018016","Pahang","AY.79"
"EPI_ISL_6018024","Pahang","AY.79"
"EPI_ISL_6017854","Pulau Pinang","AY.79"
"EPI_ISL_6017989","Pahang","AY.79"
"EPI_ISL_6017999","Pahang","AY.79"
"EPI_ISL_6018009","Pahang","AY.79"
"EPI_ISL_6018031","Pahang","AY.79"
"EPI_ISL_6018038","Pahang","AY.79"
"EPI_ISL_6132008","Terengganu","AY.79"
"EPI_ISL_6132042","Kedah","AY.79"
"EPI_ISL_6132043","Perak","AY.79"
"EPI_ISL_6132004","WP Kuala Lumpur","AY.79"
"EPI_ISL_6132007","Perak","AY.79"
"EPI_ISL_6132011","Kelantan","AY.79"
"EPI_ISL_6132020","Kelantan","AY.79"
"EPI_ISL_6132025","Terengganu","AY.79"
"EPI_ISL_6132028","Kedah","AY.79"
"EPI_ISL_6132036","Kedah","AY.79"
"EPI_ISL_6132039","Terengganu","AY.79"
"EPI_ISL_6132047","Kedah","AY.79"
"EPI_ISL_6132057","Perak","AY.79"
"EPI_ISL_6132058","Terengganu","AY.79"
"EPI_ISL_6132059","WP Kuala Lumpur","AY.79"
"EPI_ISL_6132060","Perak","AY.79"
"EPI_ISL_6132065","Terengganu","AY.79"
"EPI_ISL_6424684","Terengganu","AY.79"
"EPI_ISL_6705529","WP Kuala Lumpur","AY.79"
"EPI_ISL_6705584","Negeri Sembilan","AY.79"
"EPI_ISL_5895580","Sarawak","AY.79"
"EPI_ISL_5895872","Sarawak","AY.79"
"EPI_ISL_5895903","Sarawak","AY.79"
"EPI_ISL_5893806","Sarawak","AY.79"
"EPI_ISL_5893867","Sarawak","AY.79"
"EPI_ISL_5894253","Sarawak","AY.79"
"EPI_ISL_5895600","Sarawak","AY.79"
"EPI_ISL_6264287","Negeri Sembilan","AY.79"
"EPI_ISL_6264289","Johor","AY.79"
"EPI_ISL_6264290","Johor","AY.79"
"EPI_ISL_6264291","Negeri Sembilan","AY.79"
"EPI_ISL_6264292","Johor","AY.79"
"EPI_ISL_6264294","Negeri Sembilan","AY.79"
"EPI_ISL_6452543","Johor","AY.79"
"EPI_ISL_6452551","Johor","AY.79"
"EPI_ISL_6452572","Johor","AY.79"
"EPI_ISL_6452583","Johor","AY.79"
"EPI_ISL_6452609","Johor","AY.79"
"EPI_ISL_6452618","WP Kuala Lumpur","AY.79"
"EPI_ISL_6452626","Johor","AY.79"
"EPI_ISL_6452633","Johor","AY.79"
"EPI_ISL_6452645","WP Kuala Lumpur","AY.79"
"EPI_ISL_6452660","Johor","AY.79"
"EPI_ISL_6567065","Johor","AY.79"
"EPI_ISL_6567067","Johor","AY.79"
"EPI_ISL_6567079","Johor","AY.79"
"EPI_ISL_6705476","Negeri Sembilan","AY.79"
"EPI_ISL_6705484","WP Kuala Lumpur","AY.79"
"EPI_ISL_6705522","Negeri Sembilan","AY.79"
"EPI_ISL_6705536","Negeri Sembilan","AY.79"
"EPI_ISL_6705555","Melaka","AY.79"
"EPI_ISL_6705565","Negeri Sembilan","AY.79"
"EPI_ISL_6567076","Johor","AY.79"
"EPI_ISL_6567082","Negeri Sembilan","AY.79"
"EPI_ISL_6567084","Negeri Sembilan","AY.79"
"EPI_ISL_6264278","Johor","AY.79"
"EPI_ISL_6264279","Negeri Sembilan","AY.79"
"EPI_ISL_6264280","Johor","AY.79"
"EPI_ISL_6264284","Negeri Sembilan","AY.79"
"EPI_ISL_6264282","Johor","AY.79"
"EPI_ISL_6264274","Johor","AY.79"
"EPI_ISL_6264275","Negeri Sembilan","AY.79"
"EPI_ISL_6567062","Negeri Sembilan","AY.79"
"EPI_ISL_6825305","Pahang","AY.79"
"EPI_ISL_6825306","Pahang","AY.79"
"EPI_ISL_6825308","Pahang","AY.79"
"EPI_ISL_6825309","Pahang","AY.79"
"EPI_ISL_6825315","Pahang","AY.79"
"EPI_ISL_7468564","Selangor","AY.79"
"EPI_ISL_7468586","Selangor","AY.79"
"EPI_ISL_7468569","Selangor","AY.79"
"EPI_ISL_7468572","Selangor","AY.79"
"EPI_ISL_7468612","Selangor","AY.79"
"EPI_ISL_7468580","Selangor","AY.79"
"EPI_ISL_7468565","Selangor","AY.79"
"EPI_ISL_7468591","Selangor","AY.79"
"EPI_ISL_7380536","Negeri Sembilan","AY.79"
"EPI_ISL_7457463","Selangor","AY.79"
"EPI_ISL_7457468","Selangor","AY.79"
"EPI_ISL_7457470","Selangor","AY.79"
"EPI_ISL_7457472","Selangor","AY.79"
"EPI_ISL_7457522","Selangor","AY.79"
"EPI_ISL_7457523","Selangor","AY.79"
"EPI_ISL_7457660","Selangor","AY.79"
"EPI_ISL_7457712","Selangor","AY.79"
"EPI_ISL_7457916","Selangor","AY.79"
"EPI_ISL_6773976","Selangor","AY.79"
"EPI_ISL_6773993","Sabah","AY.79"
"EPI_ISL_6774005","Selangor","AY.79"
"EPI_ISL_6774020","Selangor","AY.79"
"EPI_ISL_6774021","Sabah","AY.79"
"EPI_ISL_6774022","Johor","AY.79"
"EPI_ISL_6774028","WP Kuala Lumpur","AY.79"
"EPI_ISL_6774031","Selangor","AY.79"
"EPI_ISL_6774038","Selangor","AY.79"
"EPI_ISL_6774039","Selangor","AY.79"
"EPI_ISL_6774041","Selangor","AY.79"
"EPI_ISL_6774043","Selangor","AY.79"
"EPI_ISL_6774044","Selangor","AY.79"
"EPI_ISL_6774045","WP Kuala Lumpur","AY.79"
"EPI_ISL_6774046","Kedah","AY.79"
"EPI_ISL_6774047","Selangor","AY.79"
"EPI_ISL_6774048","Selangor","AY.79"
"EPI_ISL_6774050","Selangor","AY.79"
"EPI_ISL_6774054","Sabah","AY.79"
"EPI_ISL_6949890","Selangor","AY.79"
"EPI_ISL_6913874","Selangor","AY.79"
"EPI_ISL_6913946","Selangor","AY.79"
"EPI_ISL_6950131","Selangor","AY.79"
"EPI_ISL_6949847","Selangor","AY.79"
"EPI_ISL_6960068","WP Kuala Lumpur","AY.79"
"EPI_ISL_6968221","Sarawak","AY.79"
"EPI_ISL_6968058","Sarawak","AY.79"
"EPI_ISL_6968646","Sarawak","AY.79"
"EPI_ISL_6968658","Sarawak","AY.79"
"EPI_ISL_6968703","Sarawak","AY.79"
"EPI_ISL_6969564","Sarawak","AY.79"
"EPI_ISL_6969722","Sarawak","AY.79"
"EPI_ISL_6969857","Sarawak","AY.79"
"EPI_ISL_6970097","Sarawak","AY.79"
"EPI_ISL_6970431","Sarawak","AY.79"
"EPI_ISL_6970442","Sarawak","AY.79"
"EPI_ISL_6968953","Sarawak","AY.79"
"EPI_ISL_6969940","Sarawak","AY.79"
"EPI_ISL_6969550","Sarawak","AY.79"
"EPI_ISL_6969630","Sarawak","AY.79"
"EPI_ISL_6970009","Sarawak","AY.79"
"EPI_ISL_6970103","Sarawak","AY.79"
"EPI_ISL_6970132","Sarawak","AY.79"
"EPI_ISL_6970243","Sarawak","AY.79"
"EPI_ISL_6970439","Sarawak","AY.79"
"EPI_ISL_6712822","Pahang","AY.79"
"EPI_ISL_6712869","Pulau Pinang","AY.79"
"EPI_ISL_6712882","Pulau Pinang","AY.79"
"EPI_ISL_6712893","Pulau Pinang","AY.79"
"EPI_ISL_6712898","Pahang","AY.79"
"EPI_ISL_6712930","Pahang","AY.79"
"EPI_ISL_6712955","Pahang","AY.79"
"EPI_ISL_6712963","Pahang","AY.79"
"EPI_ISL_6712967","Pahang","AY.79"
"EPI_ISL_6712972","Pahang","AY.79"
"EPI_ISL_6712982","Pahang","AY.79"
"EPI_ISL_6712995","Pahang","AY.79"
"EPI_ISL_6964403","Pulau Pinang","AY.79"
"EPI_ISL_6964424","Pulau Pinang","AY.79"
"EPI_ISL_6964493","Pulau Pinang","AY.79"
"EPI_ISL_6964560","Pulau Pinang","AY.79"
"EPI_ISL_6964612","Pahang","AY.79"
"EPI_ISL_6964622","Pulau Pinang","AY.79"
"EPI_ISL_6964652","Pulau Pinang","AY.79"
"EPI_ISL_7086649","Terengganu","AY.79"
"EPI_ISL_7086662","Kelantan","AY.79"
"EPI_ISL_7086814","Terengganu","AY.79"
"EPI_ISL_7086834","Kelantan","AY.79"
"EPI_ISL_7086847","Kelantan","AY.79"
"EPI_ISL_7086857","Kelantan","AY.79"
"EPI_ISL_7087144","Kedah","AY.79"
"EPI_ISL_7087317","Perak","AY.79"
"EPI_ISL_7087466","Kedah","AY.79"
"EPI_ISL_7189354","WP Kuala Lumpur","AY.79"
"EPI_ISL_7189358","WP Kuala Lumpur","AY.79"
"EPI_ISL_7189364","WP Kuala Lumpur","AY.79"
"EPI_ISL_7189365","WP Kuala Lumpur","AY.79"
"EPI_ISL_7468588","Selangor","AY.79"
"EPI_ISL_7464479","Negeri Sembilan","AY.79"
"EPI_ISL_7468533","Negeri Sembilan","AY.79"
"EPI_ISL_7468583","Selangor","AY.79"
"EPI_ISL_7468520","Melaka","AY.79"
"EPI_ISL_7468519","Melaka","AY.79"
"EPI_ISL_7468598","Selangor","AY.79"
"EPI_ISL_6968474","Sarawak","AY.79"
"EPI_ISL_7260124","Selangor","AY.79"
"EPI_ISL_7260171","Sabah","AY.79"
"EPI_ISL_7260264","WP Kuala Lumpur","AY.79"
"EPI_ISL_7380502","Negeri Sembilan","AY.79"
"EPI_ISL_7457433","Selangor","AY.79"
"EPI_ISL_7457546","Johor","AY.79"
"EPI_ISL_6712840","Pulau Pinang","AY.79"
"EPI_ISL_6712914","Pahang","AY.79"
"EPI_ISL_6712949","Pahang","AY.79"
"EPI_ISL_6969277","Sarawak","AY.79"
"EPI_ISL_6773836","Johor","AY.79"
"EPI_ISL_6825307","Pahang","AY.79"
"EPI_ISL_7464477","Johor","AY.79"
"EPI_ISL_7464482","Negeri Sembilan","AY.79"
"EPI_ISL_7464484","Johor","AY.79"
"EPI_ISL_6960064","WP Kuala Lumpur","AY.79"
"EPI_ISL_6960065","WP Kuala Lumpur","AY.79"
"EPI_ISL_6960088","WP Kuala Lumpur","AY.79"
"EPI_ISL_6960089","WP Kuala Lumpur","AY.79"
"EPI_ISL_7464480","Negeri Sembilan","AY.79"
"EPI_ISL_7464483","Johor","AY.79"
"EPI_ISL_7464486","Negeri Sembilan","AY.79"
"EPI_ISL_7464481","Johor","AY.79"
"EPI_ISL_7468516","Melaka","AY.79"
"EPI_ISL_7468521","Negeri Sembilan","AY.79"
"EPI_ISL_7468530","Negeri Sembilan","AY.79"
"EPI_ISL_7119182","WP Kuala Lumpur","AY.79"
"EPI_ISL_6773819","Melaka","AY.79"
"EPI_ISL_6773820","Johor","AY.79"
"EPI_ISL_6773825","Johor","AY.79"
"EPI_ISL_6773827","Melaka","AY.79"
"EPI_ISL_6773830","Johor","AY.79"
"EPI_ISL_6773832","Johor","AY.79"
"EPI_ISL_6773835","Johor","AY.79"
"EPI_ISL_6960054","WP Kuala Lumpur","AY.79"
"EPI_ISL_6960058","WP Kuala Lumpur","AY.79"
"EPI_ISL_6960061","WP Kuala Lumpur","AY.79"
"EPI_ISL_7468528","Melaka","AY.79"
"EPI_ISL_7119272","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119489","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119497","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119520","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119597","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119615","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119730","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119740","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119763","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119770","WP Kuala Lumpur","AY.79"
"EPI_ISL_7119782","WP Kuala Lumpur","AY.79"
"EPI_ISL_7468619","Selangor","AY.79"
"EPI_ISL_7468622","Selangor","AY.79"
"EPI_ISL_7472883","Sarawak","AY.79"
"EPI_ISL_7472897","Sarawak","AY.79"
"EPI_ISL_7472906","Sarawak","AY.79"
"EPI_ISL_7472919","Sarawak","AY.79"
"EPI_ISL_7472928","Sarawak","AY.79"
"EPI_ISL_7472929","Sarawak","AY.79"
"EPI_ISL_7472934","Sarawak","AY.79"
"EPI_ISL_7472942","Sarawak","AY.79"
"EPI_ISL_7472948","Sarawak","AY.79"
"EPI_ISL_7472949","Sarawak","AY.79"
"EPI_ISL_7472971","Sarawak","AY.79"
"EPI_ISL_7472986","Sarawak","AY.79"
"EPI_ISL_7472988","Sarawak","AY.79"
"EPI_ISL_7473017","Sarawak","AY.79"
"EPI_ISL_7473025","Sarawak","AY.79"
"EPI_ISL_7473031","Sarawak","AY.79"
"EPI_ISL_7473118","Sarawak","AY.79"
"EPI_ISL_7473121","Sarawak","AY.79"
"EPI_ISL_7649020","Johor","AY.79"
"EPI_ISL_7649059","Negeri Sembilan","AY.79"
"EPI_ISL_7649069","Negeri Sembilan","AY.79"
"EPI_ISL_7775246","Selangor","AY.79"
"EPI_ISL_7831384","Negeri Sembilan","AY.79"
"EPI_ISL_7831388","Negeri Sembilan","AY.79"
"EPI_ISL_7831390","WP Kuala Lumpur","AY.79"
"EPI_ISL_7831394","WP Kuala Lumpur","AY.79"
"EPI_ISL_7831396","Johor","AY.79"
"EPI_ISL_7831400","Johor","AY.79"
"EPI_ISL_7831403","Negeri Sembilan","AY.79"
"EPI_ISL_7890058","Selangor","AY.79"
"EPI_ISL_7952083","Perak","AY.79"
"EPI_ISL_7987087","Johor","AY.79"
"EPI_ISL_7987091","Johor","AY.79"
"EPI_ISL_7987094","Melaka","AY.79"
"EPI_ISL_7987095","Johor","AY.79"
"EPI_ISL_7987096","Johor","AY.79"
"EPI_ISL_7987098","Johor","AY.79"
"EPI_ISL_7987099","Negeri Sembilan","AY.79"
"EPI_ISL_7987100","Johor","AY.79"
"EPI_ISL_7987101","Johor","AY.79"
"EPI_ISL_7987102","Johor","AY.79"
"EPI_ISL_7987103","Negeri Sembilan","AY.79"
"EPI_ISL_7987105","Negeri Sembilan","AY.79"
"EPI_ISL_7987106","Johor","AY.79"
"EPI_ISL_7987107","Johor","AY.79"
"EPI_ISL_7987108","Johor","AY.79"
"EPI_ISL_8083672","Pulau Pinang","AY.79"
"EPI_ISL_8083679","Pulau Pinang","AY.79"
"EPI_ISL_8083688","Pulau Pinang","AY.79"
"EPI_ISL_8083689","Pulau Pinang","AY.79"
"EPI_ISL_8083695","Pulau Pinang","AY.79"
"EPI_ISL_8083699","Pulau Pinang","AY.79"
"EPI_ISL_8083700","Pulau Pinang","AY.79"
"EPI_ISL_8083702","Pulau Pinang","AY.79"
"EPI_ISL_8083703","Pulau Pinang","AY.79"
"EPI_ISL_8083705","Pahang","AY.79"
"EPI_ISL_8083709","Pulau Pinang","AY.79"
"EPI_ISL_8083711","Pulau Pinang","AY.79"
"EPI_ISL_8090604","Terengganu","AY.79"
"EPI_ISL_8090605","Terengganu","AY.79"
"EPI_ISL_8090608","Kelantan","AY.79"
"EPI_ISL_8090630","Kelantan","AY.79"
"EPI_ISL_8090634","Perak","AY.79"
"EPI_ISL_8090653","Kelantan","AY.79"
"EPI_ISL_8090665","Kelantan","AY.79"
"EPI_ISL_8090694","Kelantan","AY.79"
"EPI_ISL_8090703","Perak","AY.79"
"EPI_ISL_8090711","Perak","AY.79"
"EPI_ISL_8090714","Perak","AY.79"
"EPI_ISL_8090724","Perak","AY.79"
"EPI_ISL_8090725","Perak","AY.79"
"EPI_ISL_8090730","Perak","AY.79"
"EPI_ISL_8090733","Kelantan","AY.79"
"EPI_ISL_8090734","Kelantan","AY.79"
"EPI_ISL_8095523","Perak","AY.79"
"EPI_ISL_8095532","Perak","AY.79"
"EPI_ISL_8095536","Terengganu","AY.79"
"EPI_ISL_8147381","Melaka","AY.79"
"EPI_ISL_8147382","WP Kuala Lumpur","AY.79"
"EPI_ISL_8170429","Kedah","AY.79"
"EPI_ISL_8170431","WP Kuala Lumpur","AY.79"
"EPI_ISL_8170433","Melaka","AY.79"
"EPI_ISL_8170437","Kelantan","AY.79"
"EPI_ISL_8170444","Kelantan","AY.79"
"EPI_ISL_8170449","Kelantan","AY.79"
"EPI_ISL_8170452","Kelantan","AY.79"
"EPI_ISL_8170458","Perak","AY.79"
"EPI_ISL_8170461","Perak","AY.79"
"EPI_ISL_8170464","Terengganu","AY.79"
"EPI_ISL_8170466","Kelantan","AY.79"
"EPI_ISL_8170470","Kelantan","AY.79"
"EPI_ISL_8170471","Kelantan","AY.79"
"EPI_ISL_8170472","Kelantan","AY.79"
"EPI_ISL_8170476","Kelantan","AY.79"
"EPI_ISL_8170478","Kelantan","AY.79"
"EPI_ISL_8170480","Perak","AY.79"
"EPI_ISL_8170481","Perak","AY.79"
"EPI_ISL_8170482","Perak","AY.79"
"EPI_ISL_8170483","Perak","AY.79"
"EPI_ISL_8170484","Kelantan","AY.79"
"EPI_ISL_8170485","Kelantan","AY.79"
"EPI_ISL_8170487","Perak","AY.79"
"EPI_ISL_8170490","Kelantan","AY.79"
"EPI_ISL_8170493","Kelantan","AY.79"
"EPI_ISL_8170496","Kelantan","AY.79"
"EPI_ISL_8170498","Kelantan","AY.79"
"EPI_ISL_8170499","Kelantan","AY.79"
"EPI_ISL_8170500","Kelantan","AY.79"
"EPI_ISL_8170503","Perak","AY.79"
"EPI_ISL_8170505","Perak","AY.79"
"EPI_ISL_8170509","Perak","AY.79"
"EPI_ISL_8170510","Kelantan","AY.79"
"EPI_ISL_8170511","Kelantan","AY.79"
"EPI_ISL_8170512","Kelantan","AY.79"
"EPI_ISL_8170513","Kelantan","AY.79"
"EPI_ISL_8170515","Kelantan","AY.79"
"EPI_ISL_8170522","Perak","AY.79"
"EPI_ISL_8170524","Perak","AY.79"
"EPI_ISL_8170525","Perak","AY.79"
"EPI_ISL_8170526","Kelantan","AY.79"
"EPI_ISL_8170527","Kelantan","AY.79"
"EPI_ISL_8170528","Kelantan","AY.79"
"EPI_ISL_8170529","Perak","AY.79"
"EPI_ISL_8170530","Kelantan","AY.79"
"EPI_ISL_8170531","Kelantan","AY.79"
"EPI_ISL_8170536","Kelantan","AY.79"
"EPI_ISL_8188727","Sarawak","AY.79"
"EPI_ISL_8188732","Sarawak","AY.79"
"EPI_ISL_8188739","Sarawak","AY.79"
"EPI_ISL_8188744","Sarawak","AY.79"
"EPI_ISL_8188761","Sarawak","AY.79"
"EPI_ISL_8188776","Sarawak","AY.79"
"EPI_ISL_8188781","Sarawak","AY.79"
"EPI_ISL_8188785","Sarawak","AY.79"
"EPI_ISL_8188808","Sarawak","AY.79"
"EPI_ISL_8188820","Sarawak","AY.79"
"EPI_ISL_8188857","Sarawak","AY.79"
"EPI_ISL_8188874","Sarawak","AY.79"
"EPI_ISL_8254277","WP Kuala Lumpur","AY.79"
"EPI_ISL_8254282","Kedah","AY.79"
"EPI_ISL_8254284","Kedah","AY.79"
"EPI_ISL_8254285","Kedah","AY.79"
"EPI_ISL_8254286","Kedah","AY.79"
"EPI_ISL_8254287","Kedah","AY.79"
"EPI_ISL_8254289","Kedah","AY.79"
"EPI_ISL_8254297","Perak","AY.79"
"EPI_ISL_8254311","Kelantan","AY.79"
"EPI_ISL_8254314","Kelantan","AY.79"
"EPI_ISL_8254317","Kelantan","AY.79"
"EPI_ISL_8254319","Kelantan","AY.79"
"EPI_ISL_8254320","Kelantan","AY.79"
"EPI_ISL_8254322","Kelantan","AY.79"
"EPI_ISL_8254323","Kelantan","AY.79"
"EPI_ISL_8254328","Perak","AY.79"
"EPI_ISL_8254334","Perak","AY.79"
"EPI_ISL_8254340","Perak","AY.79"
"EPI_ISL_8254343","Kelantan","AY.79"
"EPI_ISL_8254345","Terengganu","AY.79"
"EPI_ISL_8254346","Terengganu","AY.79"
"EPI_ISL_8254348","WP Kuala Lumpur","AY.79"
"EPI_ISL_8745542","Selangor","AY.79"
"EPI_ISL_8745600","Pahang","AY.79"
"EPI_ISL_8745660","WP Kuala Lumpur","AY.79"
"EPI_ISL_8745551","Selangor","AY.79"
"EPI_ISL_8745622","WP Putrajaya","AY.79"
"EPI_ISL_8745629","Selangor","AY.79"
"EPI_ISL_8745662","Selangor","AY.79"
"EPI_ISL_8745631","Selangor","AY.79"
"EPI_ISL_8745536","Selangor","AY.79"
"EPI_ISL_8745603","Pahang","AY.79"
"EPI_ISL_8745531","Selangor","AY.79"
"EPI_ISL_8745665","WP Labuan","AY.79"
"EPI_ISL_8745529","Selangor","AY.79"
"EPI_ISL_8745528","Selangor","AY.79"
"EPI_ISL_8295906","WP Kuala Lumpur","AY.79"
"EPI_ISL_8782827","Sarawak","AY.79"
"EPI_ISL_8559639","Negeri Sembilan","AY.79"
"EPI_ISL_8560677","Selangor","AY.79"
"EPI_ISL_8380526","Johor","AY.79"
"EPI_ISL_8380530","Negeri Sembilan","AY.79"
"EPI_ISL_8405629","Negeri Sembilan","AY.79"
"EPI_ISL_8405632","Negeri Sembilan","AY.79"
"EPI_ISL_8405643","Negeri Sembilan","AY.79"
"EPI_ISL_8405634","Negeri Sembilan","AY.79"
"EPI_ISL_8606779","Melaka","AY.79"
"EPI_ISL_9000515","Pahang","AY.79"
"EPI_ISL_8745602","Pahang","AY.79"
"EPI_ISL_8745559","Selangor","AY.79"
