"AccessionID","SamplingDate","Lineage","Variant"
"EPI_ISL_4051719","2021-08-10","AY.23","delta"
"EPI_ISL_4051758","2021-08-10","AY.23","delta"
"EPI_ISL_4051759","2021-08-10","AY.23","delta"
"EPI_ISL_4051838","2021-08-10","AY.23","delta"
"EPI_ISL_4051842","2021-08-10","AY.23","delta"
"EPI_ISL_4460082","2021-08-10","AY.23","delta"
"EPI_ISL_4460083","2021-08-10","AY.23","delta"
"EPI_ISL_4460086","2021-08-10","AY.23","delta"
"EPI_ISL_3769343","2021-08-10","AY.59","delta"
"EPI_ISL_3769351","2021-08-10","AY.59","delta"
"EPI_ISL_3858161","2021-08-10","AY.59","delta"
"EPI_ISL_3945538","2021-08-10","AY.59","delta"
"EPI_ISL_3980722","2021-08-10","AY.59","delta"
"EPI_ISL_3980723","2021-08-10","AY.59","delta"
"EPI_ISL_5417615","2021-08-10","AY.59","delta"
"EPI_ISL_5428526","2021-08-10","AY.59","delta"
"EPI_ISL_7189359","2021-08-10","AY.59","delta"
"EPI_ISL_7189370","2021-08-10","AY.59","delta"
"EPI_ISL_7457550","2021-08-10","AY.59","delta"
"EPI_ISL_3945554","2021-08-10","AY.79","delta"
"EPI_ISL_5428540","2021-08-10","AY.79","delta"
"EPI_ISL_5536420","2021-08-10","AY.79","delta"
"EPI_ISL_3769374","2021-08-10","B.1.617.2","delta"
"EPI_ISL_4096796","2021-08-10","B.1.617.2","delta"
"EPI_ISL_4096797","2021-08-10","B.1.617.2","delta"
"EPI_ISL_4096798","2021-08-10","B.1.617.2","delta"
"EPI_ISL_4096799","2021-08-10","B.1.617.2","delta"
"EPI_ISL_3858184","2021-08-11","AY.23","delta"
"EPI_ISL_3858185","2021-08-11","AY.23","delta"
"EPI_ISL_4051712","2021-08-11","AY.23","delta"
"EPI_ISL_4051713","2021-08-11","AY.23","delta"
"EPI_ISL_4051764","2021-08-11","AY.23","delta"
"EPI_ISL_4051765","2021-08-11","AY.23","delta"
"EPI_ISL_4051766","2021-08-11","AY.23","delta"
"EPI_ISL_4051767","2021-08-11","AY.23","delta"
"EPI_ISL_4051768","2021-08-11","AY.23","delta"
"EPI_ISL_4051770","2021-08-11","AY.23","delta"
"EPI_ISL_4051771","2021-08-11","AY.23","delta"
"EPI_ISL_4051796","2021-08-11","AY.23","delta"
"EPI_ISL_4051831","2021-08-11","AY.23","delta"
"EPI_ISL_4460084","2021-08-11","AY.23","delta"
"EPI_ISL_4460087","2021-08-11","AY.23","delta"
"EPI_ISL_4460089","2021-08-11","AY.23","delta"
"EPI_ISL_4460092","2021-08-11","AY.23","delta"
"EPI_ISL_4460093","2021-08-11","AY.23","delta"
"EPI_ISL_4460094","2021-08-11","AY.23","delta"
"EPI_ISL_4460102","2021-08-11","AY.23","delta"
"EPI_ISL_4460103","2021-08-11","AY.23","delta"
"EPI_ISL_4460112","2021-08-11","AY.23","delta"
"EPI_ISL_4460141","2021-08-11","AY.23","delta"
"EPI_ISL_4460142","2021-08-11","AY.23","delta"
"EPI_ISL_4460217","2021-08-11","AY.23","delta"
"EPI_ISL_4460231","2021-08-11","AY.23","delta"
"EPI_ISL_5051841","2021-08-11","AY.23","delta"
"EPI_ISL_5051842","2021-08-11","AY.23","delta"
"EPI_ISL_5051843","2021-08-11","AY.23","delta"
"EPI_ISL_5051847","2021-08-11","AY.23","delta"
"EPI_ISL_5052157","2021-08-11","AY.23","delta"
"EPI_ISL_5052158","2021-08-11","AY.23","delta"
"EPI_ISL_5895046","2021-08-11","AY.23","delta"
"EPI_ISL_5895056","2021-08-11","AY.23","delta"
"EPI_ISL_5895065","2021-08-11","AY.23","delta"
"EPI_ISL_4460085","2021-08-11","AY.24","delta"
"EPI_ISL_11900035","2021-08-11","AY.59","delta"
"EPI_ISL_3769336","2021-08-11","AY.59","delta"
"EPI_ISL_3769337","2021-08-11","AY.59","delta"
"EPI_ISL_3769338","2021-08-11","AY.59","delta"
"EPI_ISL_3769339","2021-08-11","AY.59","delta"
"EPI_ISL_3769341","2021-08-11","AY.59","delta"
"EPI_ISL_3769358","2021-08-11","AY.59","delta"
"EPI_ISL_3769375","2021-08-11","AY.59","delta"
"EPI_ISL_3858167","2021-08-11","AY.59","delta"
"EPI_ISL_3858186","2021-08-11","AY.59","delta"
"EPI_ISL_3980704","2021-08-11","AY.59","delta"
"EPI_ISL_3980752","2021-08-11","AY.59","delta"
"EPI_ISL_4122275","2021-08-11","AY.59","delta"
"EPI_ISL_4122282","2021-08-11","AY.59","delta"
"EPI_ISL_4740399","2021-08-11","AY.59","delta"
"EPI_ISL_5417617","2021-08-11","AY.59","delta"
"EPI_ISL_5417618","2021-08-11","AY.59","delta"
"EPI_ISL_5782350","2021-08-11","AY.59","delta"
"EPI_ISL_6774029","2021-08-11","AY.59","delta"
"EPI_ISL_7189371","2021-08-11","AY.59","delta"
"EPI_ISL_4346611","2021-08-11","AY.76","delta"
"EPI_ISL_7457646","2021-08-11","AY.76","delta"
"EPI_ISL_12628154","2021-08-11","AY.79","delta"
"EPI_ISL_3858150","2021-08-11","AY.79","delta"
"EPI_ISL_7189365","2021-08-11","AY.79","delta"
"EPI_ISL_3769376","2021-08-11","B.1.617.2","delta"
"EPI_ISL_4460075","2021-08-11","B.1.617.2","delta"
"EPI_ISL_4460076","2021-08-11","B.1.617.2","delta"
"EPI_ISL_4460091","2021-08-11","B.1.617.2","delta"
"EPI_ISL_4051769","2021-08-12","AY.23","delta"
"EPI_ISL_4051789","2021-08-12","AY.23","delta"
"EPI_ISL_4051797","2021-08-12","AY.23","delta"
"EPI_ISL_4051798","2021-08-12","AY.23","delta"
"EPI_ISL_4051799","2021-08-12","AY.23","delta"
"EPI_ISL_4051800","2021-08-12","AY.23","delta"
"EPI_ISL_4051801","2021-08-12","AY.23","delta"
"EPI_ISL_4051802","2021-08-12","AY.23","delta"
"EPI_ISL_4051803","2021-08-12","AY.23","delta"
"EPI_ISL_4346360","2021-08-12","AY.23","delta"
"EPI_ISL_4460090","2021-08-12","AY.23","delta"
"EPI_ISL_4460095","2021-08-12","AY.23","delta"
"EPI_ISL_4460113","2021-08-12","AY.23","delta"
"EPI_ISL_4460114","2021-08-12","AY.23","delta"
"EPI_ISL_4460220","2021-08-12","AY.23","delta"
"EPI_ISL_4460390","2021-08-12","AY.23","delta"
"EPI_ISL_5051849","2021-08-12","AY.23","delta"
"EPI_ISL_5896271","2021-08-12","AY.23","delta"
"EPI_ISL_4460096","2021-08-12","AY.24","delta"
"EPI_ISL_11078755","2021-08-12","AY.59","delta"
"EPI_ISL_11078775","2021-08-12","AY.59","delta"
"EPI_ISL_3769340","2021-08-12","AY.59","delta"
"EPI_ISL_3769347","2021-08-12","AY.59","delta"
"EPI_ISL_3945540","2021-08-12","AY.59","delta"
"EPI_ISL_3945543","2021-08-12","AY.59","delta"
"EPI_ISL_4096795","2021-08-12","AY.59","delta"
"EPI_ISL_4096809","2021-08-12","AY.59","delta"
"EPI_ISL_4096810","2021-08-12","AY.59","delta"
"EPI_ISL_4122502","2021-08-12","AY.59","delta"
"EPI_ISL_4122540","2021-08-12","AY.59","delta"
"EPI_ISL_4435531","2021-08-12","AY.59","delta"
"EPI_ISL_4435533","2021-08-12","AY.59","delta"
"EPI_ISL_4435547","2021-08-12","AY.59","delta"
"EPI_ISL_5261879","2021-08-12","AY.59","delta"
"EPI_ISL_7189361","2021-08-12","AY.59","delta"
"EPI_ISL_3769348","2021-08-12","AY.79","delta"
"EPI_ISL_3769357","2021-08-12","AY.79","delta"
"EPI_ISL_3945555","2021-08-12","AY.79","delta"
"EPI_ISL_3945556","2021-08-12","AY.79","delta"
"EPI_ISL_4122458","2021-08-12","AY.79","delta"
"EPI_ISL_6960054","2021-08-12","AY.79","delta"
"EPI_ISL_7189354","2021-08-12","AY.79","delta"
"EPI_ISL_7457546","2021-08-12","AY.79","delta"
"EPI_ISL_3980737","2021-08-12","B.1.617.2","delta"
"EPI_ISL_4051841","2021-08-12","B.1.617.2","delta"
"EPI_ISL_4051843","2021-08-12","B.1.617.2","delta"
"EPI_ISL_3945542","2021-08-13","AY.23","delta"
"EPI_ISL_4051681","2021-08-13","AY.23","delta"
"EPI_ISL_4051790","2021-08-13","AY.23","delta"
"EPI_ISL_4051791","2021-08-13","AY.23","delta"
"EPI_ISL_4051792","2021-08-13","AY.23","delta"
"EPI_ISL_4051804","2021-08-13","AY.23","delta"
"EPI_ISL_4051805","2021-08-13","AY.23","delta"
"EPI_ISL_4051807","2021-08-13","AY.23","delta"
"EPI_ISL_4051828","2021-08-13","AY.23","delta"
"EPI_ISL_4460104","2021-08-13","AY.23","delta"
"EPI_ISL_4460115","2021-08-13","AY.23","delta"
"EPI_ISL_4460116","2021-08-13","AY.23","delta"
"EPI_ISL_4460212","2021-08-13","AY.23","delta"
"EPI_ISL_4460218","2021-08-13","AY.23","delta"
"EPI_ISL_4460219","2021-08-13","AY.23","delta"
"EPI_ISL_4460232","2021-08-13","AY.23","delta"
"EPI_ISL_4051806","2021-08-13","AY.45","delta"
"EPI_ISL_11078729","2021-08-13","AY.59","delta"
"EPI_ISL_11078733","2021-08-13","AY.59","delta"
"EPI_ISL_11078738","2021-08-13","AY.59","delta"
"EPI_ISL_3769344","2021-08-13","AY.59","delta"
"EPI_ISL_3858142","2021-08-13","AY.59","delta"
"EPI_ISL_3858144","2021-08-13","AY.59","delta"
"EPI_ISL_3858146","2021-08-13","AY.59","delta"
"EPI_ISL_3858157","2021-08-13","AY.59","delta"
"EPI_ISL_3858176","2021-08-13","AY.59","delta"
"EPI_ISL_3858180","2021-08-13","AY.59","delta"
"EPI_ISL_3858182","2021-08-13","AY.59","delta"
"EPI_ISL_3980743","2021-08-13","AY.59","delta"
"EPI_ISL_4096804","2021-08-13","AY.59","delta"
"EPI_ISL_4096808","2021-08-13","AY.59","delta"
"EPI_ISL_4435514","2021-08-13","AY.59","delta"
"EPI_ISL_4435529","2021-08-13","AY.59","delta"
"EPI_ISL_4435536","2021-08-13","AY.59","delta"
"EPI_ISL_5428547","2021-08-13","AY.59","delta"
"EPI_ISL_5428551","2021-08-13","AY.59","delta"
"EPI_ISL_6774016","2021-08-13","AY.59","delta"
"EPI_ISL_4347923","2021-08-13","AY.76","delta"
"EPI_ISL_4347983","2021-08-13","AY.76","delta"
"EPI_ISL_4348047","2021-08-13","AY.76","delta"
"EPI_ISL_4348272","2021-08-13","AY.76","delta"
"EPI_ISL_3858141","2021-08-13","AY.79","delta"
"EPI_ISL_4096806","2021-08-13","AY.79","delta"
"EPI_ISL_4122544","2021-08-13","AY.79","delta"
"EPI_ISL_4435551","2021-08-13","AY.79","delta"
"EPI_ISL_5428546","2021-08-13","AY.79","delta"
"EPI_ISL_6774028","2021-08-13","AY.79","delta"
"EPI_ISL_6774045","2021-08-13","AY.79","delta"
"EPI_ISL_7087144","2021-08-13","AY.79","delta"
"EPI_ISL_4051862","2021-08-13","B.1.617.2","delta"
"EPI_ISL_4122505","2021-08-13","B.1.617.2","delta"
"EPI_ISL_4051808","2021-08-14","AY.23","delta"
"EPI_ISL_4051809","2021-08-14","AY.23","delta"
"EPI_ISL_4460105","2021-08-14","AY.23","delta"
"EPI_ISL_4460117","2021-08-14","AY.23","delta"
"EPI_ISL_4460118","2021-08-14","AY.23","delta"
"EPI_ISL_4460119","2021-08-14","AY.23","delta"
"EPI_ISL_4460208","2021-08-14","AY.23","delta"
"EPI_ISL_4460209","2021-08-14","AY.23","delta"
"EPI_ISL_4460213","2021-08-14","AY.23","delta"
"EPI_ISL_11078753","2021-08-14","AY.59","delta"
"EPI_ISL_11078783","2021-08-14","AY.59","delta"
"EPI_ISL_3769377","2021-08-14","AY.59","delta"
"EPI_ISL_3769379","2021-08-14","AY.59","delta"
"EPI_ISL_4740398","2021-08-14","AY.59","delta"
"EPI_ISL_5159357","2021-08-14","AY.59","delta"
"EPI_ISL_5428535","2021-08-14","AY.59","delta"
"EPI_ISL_3980728","2021-08-14","B.1.617.2","delta"
"EPI_ISL_4071985","2021-08-14","B.1.617.2","delta"
"EPI_ISL_4051715","2021-08-15","AY.23","delta"
"EPI_ISL_4051810","2021-08-15","AY.23","delta"
"EPI_ISL_4051812","2021-08-15","AY.23","delta"
"EPI_ISL_4051813","2021-08-15","AY.23","delta"
"EPI_ISL_4051814","2021-08-15","AY.23","delta"
"EPI_ISL_4051815","2021-08-15","AY.23","delta"
"EPI_ISL_4051816","2021-08-15","AY.23","delta"
"EPI_ISL_4051817","2021-08-15","AY.23","delta"
"EPI_ISL_4460106","2021-08-15","AY.23","delta"
"EPI_ISL_4460156","2021-08-15","AY.23","delta"
"EPI_ISL_4460157","2021-08-15","AY.23","delta"
"EPI_ISL_4460158","2021-08-15","AY.23","delta"
"EPI_ISL_4460160","2021-08-15","AY.23","delta"
"EPI_ISL_4460161","2021-08-15","AY.23","delta"
"EPI_ISL_4460166","2021-08-15","AY.23","delta"
"EPI_ISL_4460167","2021-08-15","AY.23","delta"
"EPI_ISL_4460173","2021-08-15","AY.23","delta"
"EPI_ISL_4460174","2021-08-15","AY.23","delta"
"EPI_ISL_4460175","2021-08-15","AY.23","delta"
"EPI_ISL_4460207","2021-08-15","AY.23","delta"
"EPI_ISL_4460210","2021-08-15","AY.23","delta"
"EPI_ISL_4460214","2021-08-15","AY.23","delta"
"EPI_ISL_4460215","2021-08-15","AY.23","delta"
"EPI_ISL_4460216","2021-08-15","AY.23","delta"
"EPI_ISL_4051811","2021-08-15","AY.24","delta"
"EPI_ISL_6825250","2021-08-15","AY.24","delta"
"EPI_ISL_3419710","2021-08-15","AY.59","delta"
"EPI_ISL_3769380","2021-08-15","AY.59","delta"
"EPI_ISL_3769381","2021-08-15","AY.59","delta"
"EPI_ISL_3858148","2021-08-15","AY.59","delta"
"EPI_ISL_3945544","2021-08-15","AY.59","delta"
"EPI_ISL_3980712","2021-08-15","AY.59","delta"
"EPI_ISL_3980719","2021-08-15","AY.59","delta"
"EPI_ISL_3980721","2021-08-15","AY.59","delta"
"EPI_ISL_4348278","2021-08-15","AY.59","delta"
"EPI_ISL_4435548","2021-08-15","AY.59","delta"
"EPI_ISL_5428543","2021-08-15","AY.59","delta"
"EPI_ISL_5428548","2021-08-15","AY.59","delta"
"EPI_ISL_7087346","2021-08-15","AY.59","delta"
"EPI_ISL_7087365","2021-08-15","AY.59","delta"
"EPI_ISL_7087601","2021-08-15","AY.59","delta"
"EPI_ISL_7087974","2021-08-15","AY.59","delta"
"EPI_ISL_3769382","2021-08-15","AY.79","delta"
"EPI_ISL_4122298","2021-08-15","AY.79","delta"
"EPI_ISL_4122341","2021-08-15","AY.79","delta"
"EPI_ISL_4122352","2021-08-15","AY.79","delta"
"EPI_ISL_5428545","2021-08-15","AY.79","delta"
"EPI_ISL_3945537","2021-08-15","B.1.617.2","delta"
"EPI_ISL_4051720","2021-08-16","AY.23","delta"
"EPI_ISL_4051793","2021-08-16","AY.23","delta"
"EPI_ISL_4051794","2021-08-16","AY.23","delta"
"EPI_ISL_4460108","2021-08-16","AY.23","delta"
"EPI_ISL_4460121","2021-08-16","AY.23","delta"
"EPI_ISL_4460159","2021-08-16","AY.23","delta"
"EPI_ISL_4460162","2021-08-16","AY.23","delta"
"EPI_ISL_4460163","2021-08-16","AY.23","delta"
"EPI_ISL_4460164","2021-08-16","AY.23","delta"
"EPI_ISL_4460165","2021-08-16","AY.23","delta"
"EPI_ISL_4460171","2021-08-16","AY.23","delta"
"EPI_ISL_4460172","2021-08-16","AY.23","delta"
"EPI_ISL_4460176","2021-08-16","AY.23","delta"
"EPI_ISL_4460177","2021-08-16","AY.23","delta"
"EPI_ISL_4460178","2021-08-16","AY.23","delta"
"EPI_ISL_4460179","2021-08-16","AY.23","delta"
"EPI_ISL_5051804","2021-08-16","AY.23","delta"
"EPI_ISL_5051956","2021-08-16","AY.23","delta"
"EPI_ISL_4460120","2021-08-16","AY.24","delta"
"EPI_ISL_4460182","2021-08-16","AY.24","delta"
"EPI_ISL_4460183","2021-08-16","AY.24","delta"
"EPI_ISL_4460184","2021-08-16","AY.24","delta"
"EPI_ISL_4460185","2021-08-16","AY.24","delta"
"EPI_ISL_5051955","2021-08-16","AY.24","delta"
"EPI_ISL_11078765","2021-08-16","AY.59","delta"
"EPI_ISL_12628155","2021-08-16","AY.59","delta"
"EPI_ISL_12628156","2021-08-16","AY.59","delta"
"EPI_ISL_3945549","2021-08-16","AY.59","delta"
"EPI_ISL_3980741","2021-08-16","AY.59","delta"
"EPI_ISL_3980745","2021-08-16","AY.59","delta"
"EPI_ISL_3980746","2021-08-16","AY.59","delta"
"EPI_ISL_4236992","2021-08-16","AY.59","delta"
"EPI_ISL_4348279","2021-08-16","AY.59","delta"
"EPI_ISL_4463193","2021-08-16","AY.59","delta"
"EPI_ISL_4463195","2021-08-16","AY.59","delta"
"EPI_ISL_4513510","2021-08-16","AY.59","delta"
"EPI_ISL_4740397","2021-08-16","AY.59","delta"
"EPI_ISL_7189355","2021-08-16","AY.59","delta"
"EPI_ISL_11078709","2021-08-16","AY.79","delta"
"EPI_ISL_3980750","2021-08-16","AY.79","delta"
"EPI_ISL_4051795","2021-08-16","AY.79","delta"
"EPI_ISL_4463194","2021-08-16","AY.79","delta"
"EPI_ISL_4638327","2021-08-16","AY.79","delta"
"EPI_ISL_4730468","2021-08-16","AY.79","delta"
"EPI_ISL_5428544","2021-08-16","B.1.617.2","delta"
"EPI_ISL_4051716","2021-08-17","AY.23","delta"
"EPI_ISL_4051717","2021-08-17","AY.23","delta"
"EPI_ISL_4051718","2021-08-17","AY.23","delta"
"EPI_ISL_4460144","2021-08-17","AY.23","delta"
"EPI_ISL_4460146","2021-08-17","AY.23","delta"
"EPI_ISL_4460147","2021-08-17","AY.23","delta"
"EPI_ISL_4460148","2021-08-17","AY.23","delta"
"EPI_ISL_4460149","2021-08-17","AY.23","delta"
"EPI_ISL_4460150","2021-08-17","AY.23","delta"
"EPI_ISL_4460151","2021-08-17","AY.23","delta"
"EPI_ISL_4460152","2021-08-17","AY.23","delta"
"EPI_ISL_4460153","2021-08-17","AY.23","delta"
"EPI_ISL_4460154","2021-08-17","AY.23","delta"
"EPI_ISL_4460155","2021-08-17","AY.23","delta"
"EPI_ISL_4460168","2021-08-17","AY.23","delta"
"EPI_ISL_4460169","2021-08-17","AY.23","delta"
"EPI_ISL_4460186","2021-08-17","AY.23","delta"
"EPI_ISL_4460187","2021-08-17","AY.23","delta"
"EPI_ISL_4460188","2021-08-17","AY.23","delta"
"EPI_ISL_4460189","2021-08-17","AY.23","delta"
"EPI_ISL_4460195","2021-08-17","AY.23","delta"
"EPI_ISL_4460196","2021-08-17","AY.23","delta"
"EPI_ISL_4460197","2021-08-17","AY.23","delta"
"EPI_ISL_4460198","2021-08-17","AY.23","delta"
"EPI_ISL_4460199","2021-08-17","AY.23","delta"
"EPI_ISL_4460200","2021-08-17","AY.23","delta"
"EPI_ISL_4460211","2021-08-17","AY.23","delta"
"EPI_ISL_4460228","2021-08-17","AY.23","delta"
"EPI_ISL_4460306","2021-08-17","AY.23","delta"
"EPI_ISL_4460307","2021-08-17","AY.23","delta"
"EPI_ISL_4460308","2021-08-17","AY.23","delta"
"EPI_ISL_4460309","2021-08-17","AY.23","delta"
"EPI_ISL_4460310","2021-08-17","AY.23","delta"
"EPI_ISL_4460311","2021-08-17","AY.23","delta"
"EPI_ISL_5051805","2021-08-17","AY.23","delta"
"EPI_ISL_5051806","2021-08-17","AY.23","delta"
"EPI_ISL_4460143","2021-08-17","AY.24","delta"
"EPI_ISL_4460180","2021-08-17","AY.24","delta"
"EPI_ISL_3769383","2021-08-17","AY.59","delta"
"EPI_ISL_3980738","2021-08-17","AY.59","delta"
"EPI_ISL_3980739","2021-08-17","AY.59","delta"
"EPI_ISL_3980749","2021-08-17","AY.59","delta"
"EPI_ISL_4557942","2021-08-17","AY.59","delta"
"EPI_ISL_4557945","2021-08-17","AY.59","delta"
"EPI_ISL_4557946","2021-08-17","AY.59","delta"
"EPI_ISL_4557947","2021-08-17","AY.59","delta"
"EPI_ISL_4565007","2021-08-17","AY.59","delta"
"EPI_ISL_5261876","2021-08-17","AY.59","delta"
"EPI_ISL_5417158","2021-08-17","AY.59","delta"
"EPI_ISL_5417622","2021-08-17","AY.59","delta"
"EPI_ISL_5417628","2021-08-17","AY.59","delta"
"EPI_ISL_6960055","2021-08-17","AY.59","delta"
"EPI_ISL_7087936","2021-08-17","AY.59","delta"
"EPI_ISL_7189352","2021-08-17","AY.59","delta"
"EPI_ISL_4348149","2021-08-17","AY.76","delta"
"EPI_ISL_4101582","2021-08-17","AY.79","delta"
"EPI_ISL_4348302","2021-08-17","AY.79","delta"
"EPI_ISL_4460145","2021-08-17","AY.79","delta"
"EPI_ISL_4565000","2021-08-17","AY.79","delta"
"EPI_ISL_7086834","2021-08-17","AY.79","delta"
"EPI_ISL_11078734","2021-08-17","B.1.617.2","delta"
"EPI_ISL_3980744","2021-08-17","B.1.617.2","delta"
"EPI_ISL_4460191","2021-08-18","AY.23","delta"
"EPI_ISL_4460192","2021-08-18","AY.23","delta"
"EPI_ISL_4460193","2021-08-18","AY.23","delta"
"EPI_ISL_4460194","2021-08-18","AY.23","delta"
"EPI_ISL_4460201","2021-08-18","AY.23","delta"
"EPI_ISL_4460202","2021-08-18","AY.23","delta"
"EPI_ISL_4460203","2021-08-18","AY.23","delta"
"EPI_ISL_4460204","2021-08-18","AY.23","delta"
"EPI_ISL_4460205","2021-08-18","AY.23","delta"
"EPI_ISL_4460206","2021-08-18","AY.23","delta"
"EPI_ISL_4460229","2021-08-18","AY.23","delta"
"EPI_ISL_4460233","2021-08-18","AY.23","delta"
"EPI_ISL_4460234","2021-08-18","AY.23","delta"
"EPI_ISL_4460235","2021-08-18","AY.23","delta"
"EPI_ISL_4460236","2021-08-18","AY.23","delta"
"EPI_ISL_4460313","2021-08-18","AY.23","delta"
"EPI_ISL_4557952","2021-08-18","AY.23","delta"
"EPI_ISL_4601571","2021-08-18","AY.23","delta"
"EPI_ISL_5051807","2021-08-18","AY.23","delta"
"EPI_ISL_5051808","2021-08-18","AY.23","delta"
"EPI_ISL_5051809","2021-08-18","AY.23","delta"
"EPI_ISL_5051810","2021-08-18","AY.23","delta"
"EPI_ISL_5051811","2021-08-18","AY.23","delta"
"EPI_ISL_5051958","2021-08-18","AY.23","delta"
"EPI_ISL_5052172","2021-08-18","AY.23","delta"
"EPI_ISL_4460190","2021-08-18","AY.24","delta"
"EPI_ISL_4601567","2021-08-18","AY.24","delta"
"EPI_ISL_4601568","2021-08-18","AY.24","delta"
"EPI_ISL_5051957","2021-08-18","AY.24","delta"
"EPI_ISL_11078745","2021-08-18","AY.59","delta"
"EPI_ISL_11078786","2021-08-18","AY.59","delta"
"EPI_ISL_3980724","2021-08-18","AY.59","delta"
"EPI_ISL_3980736","2021-08-18","AY.59","delta"
"EPI_ISL_4122511","2021-08-18","AY.59","delta"
"EPI_ISL_4236985","2021-08-18","AY.59","delta"
"EPI_ISL_4347725","2021-08-18","AY.59","delta"
"EPI_ISL_4347856","2021-08-18","AY.59","delta"
"EPI_ISL_4435516","2021-08-18","AY.59","delta"
"EPI_ISL_4557949","2021-08-18","AY.59","delta"
"EPI_ISL_4557951","2021-08-18","AY.59","delta"
"EPI_ISL_4565005","2021-08-18","AY.59","delta"
"EPI_ISL_4740396","2021-08-18","AY.59","delta"
"EPI_ISL_5261880","2021-08-18","AY.59","delta"
"EPI_ISL_5417130","2021-08-18","AY.59","delta"
"EPI_ISL_6132031","2021-08-18","AY.59","delta"
"EPI_ISL_6960056","2021-08-18","AY.59","delta"
"EPI_ISL_7086599","2021-08-18","AY.59","delta"
"EPI_ISL_7087248","2021-08-18","AY.59","delta"
"EPI_ISL_7189357","2021-08-18","AY.59","delta"
"EPI_ISL_11078766","2021-08-18","AY.79","delta"
"EPI_ISL_4071998","2021-08-18","AY.79","delta"
"EPI_ISL_4101583","2021-08-18","AY.79","delta"
"EPI_ISL_4101584","2021-08-18","AY.79","delta"
"EPI_ISL_4435515","2021-08-18","AY.79","delta"
"EPI_ISL_4460312","2021-08-18","AY.79","delta"
"EPI_ISL_4460237","2021-08-19","AY.23","delta"
"EPI_ISL_4460238","2021-08-19","AY.23","delta"
"EPI_ISL_4460239","2021-08-19","AY.23","delta"
"EPI_ISL_4460240","2021-08-19","AY.23","delta"
"EPI_ISL_4460241","2021-08-19","AY.23","delta"
"EPI_ISL_4460242","2021-08-19","AY.23","delta"
"EPI_ISL_4460243","2021-08-19","AY.23","delta"
"EPI_ISL_4460244","2021-08-19","AY.23","delta"
"EPI_ISL_4460314","2021-08-19","AY.23","delta"
"EPI_ISL_4460336","2021-08-19","AY.23","delta"
"EPI_ISL_4460337","2021-08-19","AY.23","delta"
"EPI_ISL_4460338","2021-08-19","AY.23","delta"
"EPI_ISL_4460339","2021-08-19","AY.23","delta"
"EPI_ISL_4460340","2021-08-19","AY.23","delta"
"EPI_ISL_4460346","2021-08-19","AY.23","delta"
"EPI_ISL_4601565","2021-08-19","AY.23","delta"
"EPI_ISL_4601570","2021-08-19","AY.23","delta"
"EPI_ISL_4601579","2021-08-19","AY.23","delta"
"EPI_ISL_5051812","2021-08-19","AY.23","delta"
"EPI_ISL_5051813","2021-08-19","AY.23","delta"
"EPI_ISL_5051814","2021-08-19","AY.23","delta"
"EPI_ISL_5052165","2021-08-19","AY.23","delta"
"EPI_ISL_4601569","2021-08-19","AY.24","delta"
"EPI_ISL_11078726","2021-08-19","AY.59","delta"
"EPI_ISL_12628157","2021-08-19","AY.59","delta"
"EPI_ISL_3980740","2021-08-19","AY.59","delta"
"EPI_ISL_3980742","2021-08-19","AY.59","delta"
"EPI_ISL_4071989","2021-08-19","AY.59","delta"
"EPI_ISL_4122301","2021-08-19","AY.59","delta"
"EPI_ISL_4122304","2021-08-19","AY.59","delta"
"EPI_ISL_4122363","2021-08-19","AY.59","delta"
"EPI_ISL_4601561","2021-08-19","AY.59","delta"
"EPI_ISL_4740395","2021-08-19","AY.59","delta"
"EPI_ISL_4740407","2021-08-19","AY.59","delta"
"EPI_ISL_5417163","2021-08-19","AY.59","delta"
"EPI_ISL_5417170","2021-08-19","AY.59","delta"
"EPI_ISL_6960057","2021-08-19","AY.59","delta"
"EPI_ISL_7087286","2021-08-19","AY.59","delta"
"EPI_ISL_7189366","2021-08-19","AY.59","delta"
"EPI_ISL_4601560","2021-08-19","AY.76","delta"
"EPI_ISL_4101585","2021-08-19","AY.79","delta"
"EPI_ISL_4348277","2021-08-19","AY.79","delta"
"EPI_ISL_6960058","2021-08-19","AY.79","delta"
"EPI_ISL_12628158","2021-08-19","B.1.617.2","delta"
"EPI_ISL_4460245","2021-08-20","AY.23","delta"
"EPI_ISL_4460246","2021-08-20","AY.23","delta"
"EPI_ISL_4460247","2021-08-20","AY.23","delta"
"EPI_ISL_4460248","2021-08-20","AY.23","delta"
"EPI_ISL_4460249","2021-08-20","AY.23","delta"
"EPI_ISL_4460250","2021-08-20","AY.23","delta"
"EPI_ISL_4460251","2021-08-20","AY.23","delta"
"EPI_ISL_4460252","2021-08-20","AY.23","delta"
"EPI_ISL_4460320","2021-08-20","AY.23","delta"
"EPI_ISL_4460334","2021-08-20","AY.23","delta"
"EPI_ISL_4460335","2021-08-20","AY.23","delta"
"EPI_ISL_5051815","2021-08-20","AY.23","delta"
"EPI_ISL_5051816","2021-08-20","AY.23","delta"
"EPI_ISL_5051949","2021-08-20","AY.23","delta"
"EPI_ISL_5051959","2021-08-20","AY.23","delta"
"EPI_ISL_5052000","2021-08-20","AY.23","delta"
"EPI_ISL_4071995","2021-08-20","AY.59","delta"
"EPI_ISL_4122537","2021-08-20","AY.59","delta"
