"SeqName","AccID","Collectiondate","Clade","qc.overallScore","qc.overallStatus","OriginLab","SubmittingLab"
"hCoV-19/Malaysia/UNIMAS-B10988/2021","EPI_ISL_6586624","2021-10-26","21J (Delta)","0","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11008/2021","EPI_ISL_6586625","2021-10-20","21J (Delta)","0.173611","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11013/2021","EPI_ISL_6586626","2021-10-20","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11015/2021","EPI_ISL_6586627","2021-10-20","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11027/2021","EPI_ISL_6586628","2021-10-21","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11075/2021","EPI_ISL_6586629","2021-10-22","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11079/2021","EPI_ISL_6586630","2021-10-22","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11082/2021","EPI_ISL_6586631","2021-10-22","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11096/2021","EPI_ISL_6586632","2021-10-23","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11106/2021","EPI_ISL_6586633","2021-10-23","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11115/2021","EPI_ISL_6586634","2021-10-23","21J (Delta)","0.694444","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11132/2021","EPI_ISL_6586635","2021-10-24","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11154/2021","EPI_ISL_6586636","2021-10-24","21J (Delta)","0.694444","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11157/2021","EPI_ISL_6586637","2021-10-25","21J (Delta)","1.5625","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11160/2021","EPI_ISL_6586638","2021-10-25","21I (Delta)","4.340278","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11184/2021","EPI_ISL_6586639","2021-10-25","21J (Delta)","0.694444","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11185/2021","EPI_ISL_6586640","2021-10-25","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11191/2021","EPI_ISL_6586641","2021-10-26","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11205/2021","EPI_ISL_6586642","2021-10-26","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11217/2021","EPI_ISL_6586643","2021-10-26","21J (Delta)","0.694444","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11218/2021","EPI_ISL_6586644","2021-10-26","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11235/2021","EPI_ISL_6586645","2021-10-27","21J (Delta)","0.694444","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11240/2021","EPI_ISL_6586646","2021-10-27","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11241/2021","EPI_ISL_6586647","2021-10-27","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11242/2021","EPI_ISL_6586648","2021-10-27","21J (Delta)","0","good","Rejang Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11255/2021","EPI_ISL_6586649","2021-10-27","21J (Delta)","1.5625","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11269/2021","EPI_ISL_6586650","2021-10-28","21J (Delta)","2.777778","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11270/2021","EPI_ISL_6586651","2021-10-28","21J (Delta)","1.5625","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11271/2021","EPI_ISL_6586652","2021-10-28","21J (Delta)","0.173611","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11288/2021","EPI_ISL_6586653","2021-10-28","21J (Delta)","0.173611","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11308/2021","EPI_ISL_6586654","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11310/2021","EPI_ISL_6586655","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11311/2021","EPI_ISL_6586656","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11317/2021","EPI_ISL_6586657","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11318/2021","EPI_ISL_6586658","2021-10-30","21J (Delta)","8.506944","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11319/2021","EPI_ISL_6586659","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11321/2021","EPI_ISL_6586660","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11322/2021","EPI_ISL_6586661","2021-10-30","21J (Delta)","17.361111","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11329/2021","EPI_ISL_6586662","2021-10-30","21J (Delta)","6.25","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11330/2021","EPI_ISL_6586663","2021-10-30","21J (Delta)","0","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11331/2021","EPI_ISL_6586664","2021-10-30","21J (Delta)","2.777778","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11342/2021","EPI_ISL_6586665","2021-10-30","21J (Delta)","0.173611","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11355/2021","EPI_ISL_6586666","2021-10-18","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11359/2021","EPI_ISL_6586667","2021-09-27","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11370/2021","EPI_ISL_6586668","2021-09-27","21J (Delta)","1.5625","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11373/2021","EPI_ISL_6586669","2021-09-27","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11374/2021","EPI_ISL_6586670","2021-09-27","21J (Delta)","0.173611","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11380/2021","EPI_ISL_6586671","2021-09-27","21J (Delta)","0.694444","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11384/2021","EPI_ISL_6586672","2021-09-27","21J (Delta)","21.006944","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11388/2021","EPI_ISL_6586673","2021-09-27","21J (Delta)","0.694444","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11404/2021","EPI_ISL_6586674","2021-09-27","21J (Delta)","1.5625","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11405/2021","EPI_ISL_6586675","2021-09-27","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11414/2021","EPI_ISL_6586676","2021-09-24","21I (Delta)","6.25","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11433/2021","EPI_ISL_6586677","2021-10-23","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11436/2021","EPI_ISL_6586678","2021-10-23","21J (Delta)","4.340278","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11437/2021","EPI_ISL_6586679","2021-10-23","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11438/2021","EPI_ISL_6586680","2021-10-23","21J (Delta)","4.340278","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11439/2021","EPI_ISL_6586681","2021-10-23","21J (Delta)","2.777778","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11444/2021","EPI_ISL_6586682","2021-10-23","21J (Delta)","0.694444","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11453/2021","EPI_ISL_6586683","2021-10-24","21J (Delta)","1.5625","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11454/2021","EPI_ISL_6586684","2021-10-24","21J (Delta)","2.777778","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11471/2021","EPI_ISL_6586685","2021-10-25","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11504/2021","EPI_ISL_6586686","2021-10-28","21J (Delta)","2.777778","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11515/2021","EPI_ISL_6586687","2021-10-29","21J (Delta)","1.5625","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11518/2021","EPI_ISL_6586688","2021-10-29","21J (Delta)","1.5625","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11519/2021","EPI_ISL_6586689","2021-10-29","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B11520/2021","EPI_ISL_6586690","2021-10-28","21J (Delta)","0","good","Bintulu Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML659/2021","EPI_ISL_6586691","2021-10-29","21J (Delta)","1.5625","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML660/2021","EPI_ISL_6586692","2021-10-29","21J (Delta)","4.340278","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML661/2021","EPI_ISL_6586693","2021-10-29","21J (Delta)","1.5625","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML662/2021","EPI_ISL_6586694","2021-10-29","21J (Delta)","1.5625","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML663/2021","EPI_ISL_6586695","2021-10-29","21J (Delta)","0.173611","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML664/2021","EPI_ISL_6586696","2021-10-30","21J (Delta)","4.340278","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML665/2021","EPI_ISL_6586697","2021-10-31","21J (Delta)","0.173611","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML666/2021","EPI_ISL_6586698","2021-11-01","21J (Delta)","0.694444","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML668/2021","EPI_ISL_6586699","2021-11-03","21J (Delta)","2.777778","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML669/2021","EPI_ISL_6586700","2021-11-03","21J (Delta)","21.006944","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-GHML670/2021","EPI_ISL_6586701","2021-11-03","21J (Delta)","0","good","Sarawak General Hospital","UNIMAS"
"hCoV-19/Malaysia/C19UMB604/2021","EPI_ISL_6705470","2021-11-06","21I (Delta)","2.777778","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB594/2021","EPI_ISL_6705476","2021-11-01","21J (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB592/2021","EPI_ISL_6705484","2021-11-15","21J (Delta)","0","good","UMBI-UKM","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB582/2021","EPI_ISL_6705491","2021-11-15","21I (Delta)","0","good","Hospital Canselor Tuanku Muhriz UKM","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB608/2021","EPI_ISL_6705496","2021-11-01","21I (Delta)","0.173611","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB606/2021","EPI_ISL_6705504","2021-11-04","21I (Delta)","0.694444","good","Pejabat Kesihatan Daerah Seremban","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB601/2021","EPI_ISL_6705512","2021-11-03","21I (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB583/2021","EPI_ISL_6705517","2021-11-15","21I (Delta)","4.340278","good","Hospital Canselor Tuanku Muhriz UKM","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB599/2021","EPI_ISL_6705522","2021-11-01","21J (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB585/2021","EPI_ISL_6705529","2021-11-15","21J (Delta)","0.173611","good","Hospital Canselor Tuanku Muhriz UKM","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB605/2021","EPI_ISL_6705536","2021-11-06","21J (Delta)","1.5625","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB598/2021","EPI_ISL_6705544","2021-11-03","21I (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB609/2021","EPI_ISL_6705551","2021-10-21","21I (Delta)","0.134444","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB612/2021","EPI_ISL_6705555","2021-10-27","21J (Delta)","0","good","Hospital Melaka","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB613/2021","EPI_ISL_6705559","2021-11-05","21J (Delta)","0","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB603/2021","EPI_ISL_6705565","2021-11-06","21J (Delta)","0.173611","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB593/2021","EPI_ISL_6705572","2021-11-01","21I (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB586/2021","EPI_ISL_6705577","2021-11-15","21I (Delta)","0","good","Hospital Canselor Tuanku Muhriz UKM","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB591/2021","EPI_ISL_6705584","2021-11-15","21J (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB602/2021","EPI_ISL_6705593","2021-11-01","21I (Delta)","4.340278","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB600/2021","EPI_ISL_6705602","2021-11-03","21I (Delta)","0","good","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"hCoV-19/Malaysia/COV0453/2021","EPI_ISL_6712800","2021-10-13","21I (Delta)","0.173611","good","Hospital Tuanku Fauziah","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0496/2021","EPI_ISL_6712805","2021-09-11","21J (Delta)","0.706845","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0449/2021","EPI_ISL_6712811","2021-10-08","21I (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Utara","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0451/2021","EPI_ISL_6712817","2021-10-09","21I (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Utara","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0454/2021","EPI_ISL_6712822","2021-10-21","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0455/2021","EPI_ISL_6712830","2021-10-22","21I (Delta)","0","good","Pejabat Kesihatan Daerah Maran","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0456/2021","EPI_ISL_6712835","2021-10-22","21I (Delta)","0.694444","good","Pejabat Kesihatan Daerah Maran","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0460/2021","EPI_ISL_6712840","2021-09-29","21J (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0465/2021","EPI_ISL_6712848","2021-09-29","21I (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0467/2021","EPI_ISL_6712854","2021-10-07","21I (Delta)","0","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0469/2021","EPI_ISL_6712864","2021-10-08","21I (Delta)","0.694444","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0471/2021","EPI_ISL_6712869","2021-10-11","21J (Delta)","0","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0473/2021","EPI_ISL_6712877","2021-10-09","21I (Delta)","0.694444","good","Hospital Kepala Batas","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0475/2021","EPI_ISL_6712882","2021-10-07","21J (Delta)","0.474568","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0477/2021","EPI_ISL_6712887","2021-10-10","21J (Delta)","4.340278","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0481/2021","EPI_ISL_6712893","2021-10-08","21J (Delta)","3.272977","good","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0490/2021","EPI_ISL_6712898","2021-09-15","21J (Delta)","0.173611","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0491/2021","EPI_ISL_6712901","2021-10-04","21I (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0492/2021","EPI_ISL_6712910","2021-10-09","21I (Delta)","2.777778","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0493/2021","EPI_ISL_6712914","2021-10-04","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0494/2021","EPI_ISL_6712922","2021-10-12","21I (Delta)","1.5625","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0495/2021","EPI_ISL_6712930","2021-10-06","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0497/2021","EPI_ISL_6712936","2021-10-09","21I (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0498/2021","EPI_ISL_6712944","2021-09-25","21I (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0499/2021","EPI_ISL_6712949","2021-10-09","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0500/2021","EPI_ISL_6712955","2021-10-20","21J (Delta)","0.173611","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0503/2021","EPI_ISL_6712963","2021-10-20","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0506/2021","EPI_ISL_6712967","2021-10-16","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0507/2021","EPI_ISL_6712972","2021-10-16","21J (Delta)","0.694444","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0510/2021","EPI_ISL_6712977","2021-10-19","21I (Delta)","6.25","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0511/2021","EPI_ISL_6712982","2021-10-19","21J (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0512/2021","EPI_ISL_6712989","2021-10-21","21I (Delta)","11.111111","good","Pejabat Kesihatan Daerah Maran","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0513/2021","EPI_ISL_6712990","2021-10-11","21I (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0514/2021","EPI_ISL_6712995","2021-10-14","21J (Delta)","1.5625","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0515/2021","EPI_ISL_6713002","2021-10-20","21I (Delta)","1.5625","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0516/2021","EPI_ISL_6713007","2021-10-21","21I (Delta)","0","good","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0517/2021","EPI_ISL_6713015","2021-10-26","21J (Delta)","64.870538","mediocre","Pejabat Kesihatan Daerah Maran","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0518/2021","EPI_ISL_6713022","2021-10-26","21I (Delta)","0.173611","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0519/2021","EPI_ISL_6713027","2021-10-26","21I (Delta)","0","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0520/2021","EPI_ISL_6713034","2021-10-26","21I (Delta)","0","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0521/2021","EPI_ISL_6713042","2021-06-14","21I (Delta)","0","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0522/2021","EPI_ISL_6713045","2021-10-26","21I (Delta)","0.173611","good","Hospital Pulau Pinang","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0524/2021","EPI_ISL_6713055","2021-10-23","21I (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Selatan","iPROMISE-UiTM"
"hCoV-19/Malaysia/COV0525/2021","EPI_ISL_6713059","2021-10-22","21I (Delta)","0","good","Pejabat Kesihatan Daerah Seberang Perai Selatan","iPROMISE-UiTM"
"hCoV-19/Malaysia/C19UMB636/2021","EPI_ISL_6773819","2021-11-04","21J (Delta)","2.777778","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB629/2021","EPI_ISL_6773820","2021-11-09","21J (Delta)","0.173611","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB624/2021","EPI_ISL_6773821","2021-11-04","21I (Delta)","0.694444","good","Pejabat Kesihatan Daerah Tangkak","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB628/2021","EPI_ISL_6773822","2021-11-09","21I (Delta)","0","good","Hospital Melaka","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB616/2021","EPI_ISL_6773823","2021-10-28","21J (Delta)","4.340278","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB626/2021","EPI_ISL_6773824","2021-11-07","21I (Delta)","0.173611","good","Pejabat Kesihatan Daerah Tangkak","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB623/2021","EPI_ISL_6773825","2021-11-07","21J (Delta)","2.777778","good","Hospital Sultanah Fatimah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB635/2021","EPI_ISL_6773826","2021-11-01","21I (Delta)","0.173611","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB640/2021","EPI_ISL_6773827","2021-11-06","21J (Delta)","0","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB631/2021","EPI_ISL_6773828","2021-11-09","21I (Delta)","0.173611","good","Hospital Segamat","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB639/2021","EPI_ISL_6773829","2021-11-06","21I (Delta)","0.173611","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB620/2021","EPI_ISL_6773830","2021-10-25","21J (Delta)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB622/2021","EPI_ISL_6773831","2021-11-01","21J (Delta)","0.173611","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB617/2021","EPI_ISL_6773832","2021-10-27","21J (Delta)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB638/2021","EPI_ISL_6773833","2021-11-06","21I (Delta)","0.694444","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB627/2021","EPI_ISL_6773834","2021-11-10","21I (Delta)","0","good","Hospital Melaka","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB619/2021","EPI_ISL_6773835","2021-10-26","21J (Delta)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB615/2021","EPI_ISL_6773836","2021-10-27","21J (Delta)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB642/2021","EPI_ISL_6773837","2021-11-05","21I (Delta)","6.25","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB625/2021","EPI_ISL_6773838","2021-11-04","21I (Delta)","0.173611","good","Pejabat Kesihatan Daerah Tangkak","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB637/2021","EPI_ISL_6773839","2021-11-05","21I (Delta)","0.694444","good","Pejabat Kesihatan Daerah Melaka Tengah","UMBI-UKM"
"hCoV-19/Malaysia/IMR_WC578882/2021","EPI_ISL_6773971","2021-11-05","20A","0","good","Jabatan Kesihatan Negeri Selangor","IMR"
"hCoV-19/Malaysia/IMR_CV02499/2021","EPI_ISL_6773972","2021-07-27","21I (Delta)","0","good","Hospital Lahat Datu","IMR"
"hCoV-19/Malaysia/IMR_CV02882/2021","EPI_ISL_6773973","2021-09-07","21J (Delta)","2.777778","good","Hospital Lahat Datu","IMR"
